Load_F,q,Displacement
12.041421208997528,43.018786034360346,5.140384784384813
38.388532014651844,42.19664228470429,10.574550069460441
20.104468576754563,64.46429334752159,8.131805296437987
2.5054092259643337,57.54051210622141,4.044422661704091
21.668822090735738,7.950786559056078,4.997435612299443
46.24714816183696,1.644861881199907,9.727663201925239
35.081823548844305,49.03244087697219,10.304733118961806
51.89300025303726,43.90003371966762,13.489973545713937
24.48721396685924,22.11113897672544,6.451081620247768
4.571517957415573,47.33284204405604,3.849551210159325
38.50057493751629,3.8176243812943516,8.248137500133657
65.51887189920667,57.30443056957712,17.147056838380397
14.599837318531971,78.60595508567485,7.851759304205116
34.262990176715284,31.404057632831325,9.054993320428364
64.79922677799328,85.10041886196656,18.69904836166186
15.24496072307854,88.47899269858038,8.590521989206986
32.84972933524722,2.025379314230845,6.962109738004372
45.008804498546844,5.203454701455168,9.68775857121517
79.61102190697525,59.69449541635904,20.226855300004587
28.097232222312883,49.52941694541846,8.881224887833607
42.268155010677596,8.228548246112291,9.302465833617312
14.994602201271949,48.118279932688495,6.067342494919171
60.24539021893503,40.22477847903434,15.003618687147762
45.913831158212716,68.30020929755618,13.739218483804866
51.2711701871402,60.836174207412974,14.397437929205488
13.057270361372039,82.74253593047929,7.7839135811720945
16.117463763978854,47.70974344558308,6.276068586312931
81.76454505235247,26.422212259675305,18.63806114924533
36.43556222938929,21.42748120384535,8.896432211251161
42.618761369107794,56.840299682558594,12.351678877807656
90.23350619620099,8.10347169840084,19.279432210131684
68.03949133425702,19.058698097540137,15.330181753102899
71.07047936593051,93.68855888581056,20.530297269182096
7.942286198234476,78.28071395569185,6.445989001817699
19.54391279848548,78.07941220428744,8.848696880763555
86.87264954065265,87.88476147367689,23.46439407623852
50.62546111403279,91.50055832011141,16.140436292315687
11.737087736024659,76.0459328929195,7.0991039507389795
17.53124681843743,39.61763340627956,6.074930974834705
47.32352347495486,65.95442032655897,13.889044906616663
89.02530059398606,21.168108029212576,19.827803880536646
82.75297667126485,42.01082230886349,19.79822099945902
72.657273830186,75.17553249174397,19.727158990676102
4.256318050504682,10.426734331024882,1.5243805532290284
22.176701280454584,60.347811606359976,8.311138528157482
98.4381424037916,29.962791187136222,22.32566175673638
53.59311354022524,83.20481076962164,16.250289600391067
1.763668423595528,22.138696822364757,1.7225613956687484
44.94127969379396,48.70944568547956,12.33733448843137
86.40483086325052,65.83508381311265,22.017031147846797
95.6775092253574,80.86757970042062,24.867619044896067
81.60424089464566,18.479880262520666,18.11842648801934
44.431058172134506,12.034183742194001,9.98570090984396
78.91218891357715,62.9223123378329,20.279005386367057
4.912570363529584,12.191188745888168,1.769015998891148
21.86108795860597,43.28016174986373,7.200481274028002
55.12663179127842,65.3586771350166,15.476891340328365
31.262474233956855,10.919626222947004,7.1762472623510405
1.546500768756226,48.8710866700672,3.314031996969696
57.561640171472035,42.45224655118511,14.581336110256531
64.65473320705578,3.5557775693707123,13.67644104938941
59.437348407038165,77.5110721040871,17.118248368654093
55.936237670739885,38.35858903971851,13.99235492572862
63.98424959354283,45.00231490945135,16.074414093520225
61.99511498655393,95.87017786346713,18.774708294964316
8.183184452942903,28.591412843681276,3.4539330602257436
50.22028147067728,67.26970782253615,14.572571315684018
32.48999515154669,99.98630421425553,12.884833942623324
99.73565177014575,75.51197650419472,25.384481174858582
35.656948614115834,68.9896831534579,11.646325006619495
39.98184542407705,69.41067272991911,12.572384520721293
94.89280827006364,94.07972258977672,25.513179839264883
14.412494458316894,21.680613891723464,4.3275364316327085
99.7494959978912,21.51017670279803,22.081130393609886
72.24714254429114,94.4576673141613,20.82232358967864
69.59923862730086,5.3692605847805455,14.816735015363477
87.87936955643008,19.3126437954448,19.47566328289635
94.22916790021085,25.89172928957958,21.20025919287529
28.66672041923486,44.08995937902414,8.666743396189142
83.00141402173065,94.80272193414926,23.082093649471442
